Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Original Species Provided,Core,Control,Treatment,Percent Change,Log2fold.change,All.Logs,result,Type,Sig,Extra Information About Effect Size,,,
Motta et al ,2020b,Fig. S1D,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.869565217,1.257763975,0.4464285714,,0.532495081,Increase,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1F,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.531365314,9.409594096,0.4406779661,,0.526747887,Increase,Comp,All,Early exposure,,,
Rouze et al ,2019,Fig. 2E,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,Y,,,,0.5249,0.5249,Increase,Noncomp,All,summer,,,
Motta et al ,2020a,Fig. S5E,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,5101946.472,7333047.791,0.4373039449,,0.523365179,Increase,Noncomp,All,Week 7,,,
Motta et al ,2020b,Fig. S1F,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,8.745387454,0.4363636364,,0.522421035,Increase,Comp,All,Early exposure,,,
Motta et al ,2020a,Fig. S6G,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,774263.6827,1111096.128,0.4350358314,,0.52108676,Increase,Noncomp,All,Week 4,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,15 days,1 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,0.048618785,0.06961326,0.4318181818,,0.517848305,Increase,Comp,All,Apis mellifera,,,
Motta et al ,2018,Fig. S3A,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,5.39,7.71,0.4304267161,,0.516445587,Increase,Comp,All,,,,
Rouze et al ,2019,Fig. 2H,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.5124,0.5124,Increase,Noncomp,All,winter,,,
Rouze et al ,2019,Fig. 2G,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.5124,0.5124,Increase,Noncomp,All,winter,,,
Motta et al ,2020b,Fig. S1F,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,12.73062731,18.15498155,0.4260869565,,0.512061954,Increase,Comp,All,Early exposure,,,
Zhu et al ,2020,Fig. 2C,Nitenpyram,Insecticide,14 days,300 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,,N,1.357773252,1.934826884,0.4250000000,,0.510961919,Increase,Comp,All,,,,
Motta et al ,2020b,Fig. S2K,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,245959.1277,3.49E+05,0.4199866584,,0.505877375,Increase,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S1L,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,37.16475096,52.61813538,0.4158075601,,0.501625184,Increase,Comp,All,Late exposure,,,
Motta et al ,2020a,Fig. S6D,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5925414.542,8388071.722,0.4156092645,,0.501423109,Increase,Noncomp,All,Week 3,,,
Kakumanu et al,2016,Fig. 2,Chlorothalonil,Fungicide,6 weeks,10 ppb,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,,,,,N,34.22,48.4,0.4143775570,,0.500167288,Increase,Comp,All,,,,
Rouze et al ,2019,Fig. 2B,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,0.5,0.5,Increase,Noncomp,All,summer,,,
Motta et al ,2020a,Fig. S6C,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,430039.01,606348.787,0.4099855429,,0.49568037,Increase,Noncomp,All,Week 3,,,
Rouze et al ,2019,Fig. 2E,Coumaphos,Insecticide,18 days,650 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,Y,,,,0.4876,0.4876,Increase,Noncomp,All,winter,,,
Rouze et al ,2019,Fig. 2G,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.4876,0.4876,Increase,Noncomp,All,winter,,,
Motta et al ,2020b,Fig. S1E,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.729559748,1.018867925,0.3965517241,,0.481869008,Increase,Comp,All,Early exposure,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,20 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,Y,5.771,8.042,0.3934426230,,0.478653599,Increase,Comp,All,,,,
Motta et al ,2020a,Fig. S6F,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1564028.29,2178359.211,0.3927876016,,0.477975265,Increase,Noncomp,All,Week 4,,,
Yang et al ,2019,Fig. 3E,Amitraz,Insecticide,30 days,1 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,0.188950276,0.262983425,0.3918128655,,0.476965248,Increase,Comp,All,Apis cerana,,,
Motta et al ,2020b,Fig. S2N,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1142672.131,1588627.757,0.3902743525,,0.475369608,Increase,Noncomp,All,Late exposure,,,
Rouze et al ,2019,Fig. 2A,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,0.4746,0.4746,Increase,Noncomp,All,summer,,,
Motta et al ,2020a,Fig. S4F,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus helsingborgensis,Y,307645.2517,426704.0051,0.3870001330,,0.471967926,Increase,Noncomp,All,Week 1,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,20 mg/L,Bacteria,Proteobacteria,Deltaproteobacteria,,,,,,N,3.690,5.109,0.3846153846,,0.469485283,Increase,Comp,All,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.47,0.46935326,Increase,Comp,All,,,,
Motta et al ,2020b,Fig. S1G,Glyphosate,Herbicide,20 days,0.04mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,5.180533752,7.15855573,0.3818181818,,0.4665678,Increase,Comp,All,Early exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,7.5 mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,0.4635,0.4635,Increase,Noncomp,All,summer,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,0.0016,0.0022,0.3750000000,,0.459431619,Increase,Comp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,0.8 mg/L,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,,N,0.757,1.041,0.3750000000,,0.459431619,Increase,Comp,All,,,,
Kakumanu et al,2016,Fig. 2,Coumaphos,Insecticide,6 weeks,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,,,,,Y,12.61,17.33,0.3743061063,,0.458703379,Increase,Comp,All,,,,
Rouze et al ,2019,Fig. 2G,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.4564,0.4564,Increase,Noncomp,All,summer,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,7724526.253,10596724.04,0.3718283421,,0.456099967,Increase,Noncomp,All,Early exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,0.4549,0.4549,Increase,Noncomp,All,winter,,,
Yang et al ,2019,Fig. 3E,Amitraz,Insecticide,15 days,1 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,0.293922652,0.402209945,0.3684210526,,0.452512205,Increase,Comp,All,Apis cerana,,,
Rouze et al ,2019,Fig. 2D,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,0.447,0.447,Increase,Noncomp,All,summer,,,
Motta et al ,2020b,Fig. S2E,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,10103789.86,13772521.31,0.3631044889,,0.446896156,Increase,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1P,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.176755448,5.690072639,0.3623188406,,0.446064395,Increase,Comp,All,Late exposure,,,
Motta et al ,2020a,Fig. S6B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3127574.53,4259836.9,0.3620257037,,0.44575393,Increase,Noncomp,All,Week 7,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,0.443,0.443,Increase,Noncomp,All,summer,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,0.0695,0.0944,0.3582733813,,0.441773882,Increase,Comp,All,,,,
Motta et al ,2020b,Fig. S2N,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1142672.131,1551674.709,0.3579351996,,0.441414636,Increase,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S1E,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.17610063,0.238993711,0.3571428489,,0.440572583,Increase,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1D,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.48136646,0.652173913,0.3548387097,,0.438121112,Increase,Comp,All,Early exposure,,,
Motta et al ,2020a,Fig. S5B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1967331.416,2662864.405,0.3535413422,,0.436738954,Increase,Noncomp,All,Week 7,,,
Motta et al ,2020a,Fig. S6G,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,1145047.57,1547185.846,0.3511978771,,0.434238967,Increase,Noncomp,All,Week 7,,,
Motta et al ,2020b,Fig. S1M,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.875407166,1.180781759,0.3488372093,,0.43171624,Increase,Comp,All,Late exposure,,,
Motta et al ,2020a,Fig. S6F,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,507032.7024,683175.6428,0.3473995652,,0.430177739,Increase,Noncomp,All,Week 0 ,,,
Motta et al ,2020a,Fig. S5G,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,943866.1132,1270406.34,0.3459603242,,0.428635883,Increase,Noncomp,All,Week 1,,,
Motta et al ,2020a,Fig. S6D,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,4565740.16,6143869.882,0.3456459778,,0.428298905,Increase,Noncomp,All,Week 0 ,,,
Rouze et al ,2019,Fig. 2H,Coumaphos,Insecticide,18 days,650 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.4191,0.4191,Increase,Noncomp,All,winter,,,
Rouze et al ,2019,Fig. 2F,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,,,,0.4191,0.4191,Increase,Noncomp,All,summer,,,
Jones et al ,2018,Fig. 2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,12.64654418,16.90288714,0.3365617433,,0.418526485,Increase,Comp,All,,,,
Motta et al ,2020b,Fig. S1O,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,5.113500597,6.833930705,0.3364485981,,0.41840435,Increase,Comp,All,Late exposure,,,
Motta et al ,2020a,Fig. S6C,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,430039.01,574331.06,0.3355324670,,0.417415049,Increase,Noncomp,All,Week 3,,,
Paris et al ,2020,Fig. 3,Thiamethoxam,Insecticide,17 days,1.5 µg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,,N,2.160864346,2.881152461,0.3333333333,,0.415037499,Increase,Comp,All,RNA,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,3.01E+07,39978883.71,0.3291371413,,0.410489971,Increase,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1D,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.434782609,0.574534161,0.3214285714,,0.402098444,Increase,Comp,All,Early exposure,,,
Motta et al ,2020a,Fig. S5D,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5907544.055,7787659.758,0.3182567386,,0.398631371,Increase,Noncomp,All,Week 7,,,
Motta et al ,2020b,Fig. S2C,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,287726.6202,379065.2463,0.3174493411,,0.397747488,Increase,Noncomp,All,Early exposure,,,
DeGrandi Hoffman et al,2017,Fig. 1,Pristine,Fungicide,21 days,1990ppb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,51.868,68.15,0.3139122388,,0.393868916,Increase,Comp,All,,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,0.103837037,0.136325926,0.3128834356,,0.392738832,Increase,Comp,All,Day 0 post exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,0.3914,0.3914,Increase,Noncomp,All,summer,,,
Rouze et al ,2019,Fig. 2A,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,0.3898,0.3898,Increase,Noncomp,All,summer,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.067724551,0.088562874,0.3076923077,,0.387023123,Increase,Comp,All,Day 0 post exposure,,,
Motta et al ,2020b,Fig. S1F,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.531365314,8.52398524,0.3050847458,,0.384143491,Increase,Comp,All,Early exposure,,,
Motta et al ,2020a,Fig. S6F,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,2251738.667,2935120.254,0.3034906301,,0.382380212,Increase,Noncomp,All,Week 3,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,,,Y,,,,0.38,0.382229205,Increase,Comp,All,,,,
Motta et al ,2020a,Fig. S5D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,16270727.4,21168626.65,0.3010252169,,0.379648925,Increase,Noncomp,All,Week 1,,,
Rouze et al ,2019,Fig. 2H,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.3755,0.3755,Increase,Noncomp,All,winter,,,
Motta et al ,2020a,Fig. S6E,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,2444369.068,3169473.242,0.2966426727,,0.374780958,Increase,Noncomp,All,Week 0 ,,,
Motta et al ,2020b,Fig. S2J,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10198067.63,13211557.02,0.2954961177,,0.373504692,Increase,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S2J,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,18367688.88,23795269.63,0.2954961177,,0.373504692,Increase,Noncomp,All,Late exposure,,,
Motta et al ,2020a,Fig. S5B,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,8937893.049,11571046.29,0.2946055886,,0.372512637,Increase,Noncomp,All,Week 1,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,,,,,,,,Y,,,,0.37,0.370993592,Increase,Comp,All,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,Y,,,,0.37,0.37028977,Increase,Comp,All,,,,
Motta et al ,2020b,Fig. S1F,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.088560886,7.859778598,0.2909090909,,0.368387406,Increase,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,10 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15485718.13,19942112.74,0.2877744876,,0.364879974,Increase,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15485718.13,19942112.74,0.2877744876,,0.364879974,Increase,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,20 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15485718.13,19942112.74,0.2877744876,,0.364879974,Increase,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1L,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,36.01532567,46.36015326,0.2872340426,,0.364274386,Increase,Comp,All,Late exposure,,,
Rouze et al ,2019,Fig. 2H,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,0.3631,0.3631,Increase,Noncomp,All,summer,,,
Motta et al ,2020b,Fig. S1H,Glyphosate,Herbicide,20 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,2.311926606,2.972477064,0.2857142857,,0.362570079,Increase,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1H,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,2.311926606,2.972477064,0.2857142857,,0.362570079,Increase,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1D,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.434782609,0.559006211,0.2857142857,,0.362570079,Increase,Comp,All,Early exposure,,,
Motta et al ,2020a,Fig. S4B,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,Lactobacillus mellis,Y,118110.6764,151608.2698,0.2836119008,,0.360209071,Increase,Noncomp,All,Week 3,,,
Motta et al ,2020a,Fig. S4E,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus apis,Y,1265089.51,1622666.846,0.2826498305,,0.359127362,Increase,Noncomp,All,Week 1,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,4 mg/L,Bacteria,Firmicutes,Bacilli,,,,,,Y,4.068,5.203,0.2790697674,,0.355094959,Increase,Comp,All,,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,14.30793157,18.22706065,0.2739130435,,0.349266803,Increase,Comp,All,Early exposure,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,0.150048465,0.191033926,0.2731481481,,0.348400306,Increase,Comp,All,Day 3 post exposure,,,
Motta et al ,2020a,Fig. S6G,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,774263.6827,985063.1031,0.2722579209,,0.347391173,Increase,Noncomp,All,Week 4,,,
